id,sample,sample_type,patient,platform,lane,forward_file_name,reverse_file_name
S_FD_E_011_N_1,FD_E_011_N,N,FD_E_011,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_011_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_011_N_1.R2.fastq.gz
S_FD_E_012_C_1,FD_E_012_C,T,FD_E_012,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_1.R2.fastq.gz
S_FD_E_012_C_2,FD_E_012_C,T,FD_E_012,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_2.R2.fastq.gz
S_FD_E_012_C_3,FD_E_012_C,T,FD_E_012,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_3.R2.fastq.gz
S_FD_E_012_C_4,FD_E_012_C,T,FD_E_012,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_012_C_4.R2.fastq.gz
S_FD_E_013_C_1,FD_E_013_C,T,FD_E_013,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_013_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_013_C_1.R2.fastq.gz
S_FD_E_013_N_1,FD_E_013_N,N,FD_E_013,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_1.R2.fastq.gz
S_FD_E_013_N_2,FD_E_013_N,N,FD_E_013,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_2.R2.fastq.gz
S_FD_E_013_N_3,FD_E_013_N,N,FD_E_013,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_3.R2.fastq.gz
S_FD_E_013_N_4,FD_E_013_N,N,FD_E_013,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_E_013_N_4.R2.fastq.gz
S_FD_L_009_C_1,FD_L_009_C,T,FD_L_009,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_009_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_009_C_1.R2.fastq.gz
S_FD_L_009_N_1,FD_L_009_N,N,FD_L_009,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_009_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_009_N_1.R2.fastq.gz
S_FD_L_010_C_1,FD_L_010_C,T,FD_L_010,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_010_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_010_C_1.R2.fastq.gz
S_FD_L_010_LN_1,FD_L_010_LN,T,FD_L_010,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_010_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_010_LN_1.R2.fastq.gz
S_FD_L_010_N_1,FD_L_010_N,N,FD_L_010,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_010_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_010_N_1.R2.fastq.gz
S_FD_L_011_LN_1,FD_L_011_LN,T,FD_L_011,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_011_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_011_LN_1.R2.fastq.gz
S_FD_L_011_N_1,FD_L_011_N,N,FD_L_011,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_011_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_011_N_1.R2.fastq.gz
S_FD_L_012_C_1,FD_L_012_C,T,FD_L_012,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_012_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_012_C_1.R2.fastq.gz
S_FD_L_012_LN_1,FD_L_012_LN,T,FD_L_012,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_012_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_012_LN_1.R2.fastq.gz
S_FD_L_012_N_1,FD_L_012_N,N,FD_L_012,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_1.R2.fastq.gz
S_FD_L_012_N_2,FD_L_012_N,N,FD_L_012,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_2.R2.fastq.gz
S_FD_L_012_N_3,FD_L_012_N,N,FD_L_012,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_3.R2.fastq.gz
S_FD_L_012_N_4,FD_L_012_N,N,FD_L_012,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_012_N_4.R2.fastq.gz
S_FD_L_013_C_1,FD_L_013_C,T,FD_L_013,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_013_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_013_C_1.R2.fastq.gz
S_FD_L_013_LN_1,FD_L_013_LN,T,FD_L_013,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_013_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_013_LN_1.R2.fastq.gz
S_FD_L_013_N_1,FD_L_013_N,N,FD_L_013,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_013_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_013_N_1.R2.fastq.gz
S_FD_L_014_C_1,FD_L_014_C,T,FD_L_014,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_014_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_014_C_1.R2.fastq.gz
S_FD_L_014_LN_1,FD_L_014_LN,T,FD_L_014,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_014_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_014_LN_1.R2.fastq.gz
S_FD_L_014_N_1,FD_L_014_N,N,FD_L_014,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_014_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_014_N_1.R2.fastq.gz
S_FD_L_015_C_1,FD_L_015_C,T,FD_L_015,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_015_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_015_C_1.R2.fastq.gz
S_FD_L_015_LN_1,FD_L_015_LN,T,FD_L_015,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_015_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_015_LN_1.R2.fastq.gz
S_FD_L_015_N_1,FD_L_015_N,N,FD_L_015,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_1.R2.fastq.gz
S_FD_L_015_N_2,FD_L_015_N,N,FD_L_015,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_2.R2.fastq.gz
S_FD_L_015_N_3,FD_L_015_N,N,FD_L_015,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_3.R2.fastq.gz
S_FD_L_015_N_4,FD_L_015_N,N,FD_L_015,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_015_N_4.R2.fastq.gz
S_FD_L_016_C_1,FD_L_016_C,T,FD_L_016,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_016_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_016_C_1.R2.fastq.gz
S_FD_L_016_LN_1,FD_L_016_LN,T,FD_L_016,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_016_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_016_LN_1.R2.fastq.gz
S_FD_L_016_N_1,FD_L_016_N,N,FD_L_016,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_016_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_016_N_1.R2.fastq.gz
S_FD_L_017_C_1,FD_L_017_C,T,FD_L_017,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_017_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_017_C_1.R2.fastq.gz
S_FD_L_017_LN_1,FD_L_017_LN,T,FD_L_017,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_017_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_017_LN_1.R2.fastq.gz
S_FD_L_017_N_1,FD_L_017_N,N,FD_L_017,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_1.R2.fastq.gz
S_FD_L_017_N_2,FD_L_017_N,N,FD_L_017,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_2.R2.fastq.gz
S_FD_L_017_N_3,FD_L_017_N,N,FD_L_017,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_3.R2.fastq.gz
S_FD_L_017_N_4,FD_L_017_N,N,FD_L_017,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_017_N_4.R2.fastq.gz
S_FD_L_018_C_1,FD_L_018_C,T,FD_L_018,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_FD_L_018_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_018_C_1.R2.fastq.gz
S_FD_L_018_LN_1,FD_L_018_LN,T,FD_L_018,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_FD_L_018_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_018_LN_1.R2.fastq.gz
S_FD_L_018_N_1,FD_L_018_N,N,FD_L_018,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_FD_L_018_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_018_N_1.R2.fastq.gz
S_FD_L_019_C_1,FD_L_019_C,T,FD_L_019,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_1.R2.fastq.gz
S_FD_L_019_C_2,FD_L_019_C,T,FD_L_019,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_2.R2.fastq.gz
S_FD_L_019_C_3,FD_L_019_C,T,FD_L_019,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_3.R2.fastq.gz
S_FD_L_019_C_4,FD_L_019_C,T,FD_L_019,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_019_C_4.R2.fastq.gz
S_FD_L_019_LN_1,FD_L_019_LN,T,FD_L_019,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_019_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_019_LN_1.R2.fastq.gz
S_FD_L_019_N_1,FD_L_019_N,N,FD_L_019,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_019_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_019_N_1.R2.fastq.gz
S_FD_L_020_C_1,FD_L_020_C,T,FD_L_020,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_FD_L_020_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_020_C_1.R2.fastq.gz
S_FD_L_020_LN_1,FD_L_020_LN,T,FD_L_020,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_FD_L_020_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_020_LN_1.R2.fastq.gz
S_FD_L_020_N_1,FD_L_020_N,N,FD_L_020,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_020_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_020_N_1.R2.fastq.gz
S_FD_L_021_C_1,FD_L_021_C,T,FD_L_021,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_021_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_021_C_1.R2.fastq.gz
S_FD_L_021_LN_1,FD_L_021_LN,T,FD_L_021,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_021_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_021_LN_1.R2.fastq.gz
S_FD_L_021_N_1,FD_L_021_N,N,FD_L_021,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_1.R2.fastq.gz
S_FD_L_021_N_2,FD_L_021_N,N,FD_L_021,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_2.R2.fastq.gz
S_FD_L_021_N_3,FD_L_021_N,N,FD_L_021,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_3.R2.fastq.gz
S_FD_L_021_N_4,FD_L_021_N,N,FD_L_021,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_021_N_4.R2.fastq.gz
S_FD_L_022_C_1,FD_L_022_C,T,FD_L_022,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_1.R2.fastq.gz
S_FD_L_022_C_2,FD_L_022_C,T,FD_L_022,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_2.R2.fastq.gz
S_FD_L_022_C_3,FD_L_022_C,T,FD_L_022,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_3.R2.fastq.gz
S_FD_L_022_C_4,FD_L_022_C,T,FD_L_022,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_022_C_4.R2.fastq.gz
S_FD_L_022_LN_1,FD_L_022_LN,T,FD_L_022,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/S_FD_L_022_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_022_LN_1.R2.fastq.gz
S_FD_L_023_C_1,FD_L_023_C,T,FD_L_023,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_023_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_023_C_1.R2.fastq.gz
S_FD_L_023_LN_1,FD_L_023_LN,T,FD_L_023,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_023_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_023_LN_1.R2.fastq.gz
S_FD_L_023_N_1,FD_L_023_N,N,FD_L_023,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_023_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_023_N_1.R2.fastq.gz
S_FD_L_024_C_1,FD_L_024_C,T,FD_L_024,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_024_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_024_C_1.R2.fastq.gz
S_FD_L_025_C_1,FD_L_025_C,T,FD_L_025,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_FD_L_025_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_025_C_1.R2.fastq.gz
S_FD_L_025_N_1,FD_L_025_N,N,FD_L_025,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_FD_L_025_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_025_N_1.R2.fastq.gz
S_FD_L_026_C_1,FD_L_026_C,T,FD_L_026,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_FD_L_026_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_026_C_1.R2.fastq.gz
S_FD_L_026_N_1,FD_L_026_N,N,FD_L_026,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_026_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_026_N_1.R2.fastq.gz
S_FD_L_027_C_1,FD_L_027_C,T,FD_L_027,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_1.R2.fastq.gz
S_FD_L_027_C_2,FD_L_027_C,T,FD_L_027,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_2.R2.fastq.gz
S_FD_L_027_C_3,FD_L_027_C,T,FD_L_027,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_3.R2.fastq.gz
S_FD_L_027_C_4,FD_L_027_C,T,FD_L_027,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_C_4.R2.fastq.gz
S_FD_L_027_N_1,FD_L_027_N,N,FD_L_027,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_1.R2.fastq.gz
S_FD_L_027_N_2,FD_L_027_N,N,FD_L_027,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_2.R2.fastq.gz
S_FD_L_027_N_3,FD_L_027_N,N,FD_L_027,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_3.R2.fastq.gz
S_FD_L_027_N_4,FD_L_027_N,N,FD_L_027,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_027_N_4.R2.fastq.gz
S_FD_L_028_C_1,FD_L_028_C,T,FD_L_028,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_028_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_C_1.R2.fastq.gz
S_FD_L_028_LN_1,FD_L_028_LN,T,FD_L_028,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_1.R2.fastq.gz
S_FD_L_028_LN_2,FD_L_028_LN,T,FD_L_028,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_2.R2.fastq.gz
S_FD_L_028_LN_3,FD_L_028_LN,T,FD_L_028,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_3.R2.fastq.gz
S_FD_L_028_LN_4,FD_L_028_LN,T,FD_L_028,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_LN_4.R2.fastq.gz
S_FD_L_028_N_1,FD_L_028_N,N,FD_L_028,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_1.R2.fastq.gz
S_FD_L_028_N_2,FD_L_028_N,N,FD_L_028,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_2.R2.fastq.gz
S_FD_L_028_N_3,FD_L_028_N,N,FD_L_028,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_3.R2.fastq.gz
S_FD_L_028_N_4,FD_L_028_N,N,FD_L_028,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_028_N_4.R2.fastq.gz
S_FD_L_029_LN_1,FD_L_029_LN,T,FD_L_029,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_1.R2.fastq.gz
S_FD_L_029_LN_2,FD_L_029_LN,T,FD_L_029,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_2.R2.fastq.gz
S_FD_L_029_LN_3,FD_L_029_LN,T,FD_L_029,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_3.R2.fastq.gz
S_FD_L_029_LN_4,FD_L_029_LN,T,FD_L_029,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_LN_4.R2.fastq.gz
S_FD_L_029_N_1,FD_L_029_N,N,FD_L_029,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_1.R2.fastq.gz
S_FD_L_029_N_2,FD_L_029_N,N,FD_L_029,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_2.R2.fastq.gz
S_FD_L_029_N_3,FD_L_029_N,N,FD_L_029,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_3.R2.fastq.gz
S_FD_L_029_N_4,FD_L_029_N,N,FD_L_029,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_029_N_4.R2.fastq.gz
S_FD_L_030_C_1,FD_L_030_C,T,FD_L_030,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_1.R2.fastq.gz
S_FD_L_030_C_2,FD_L_030_C,T,FD_L_030,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_2.R2.fastq.gz
S_FD_L_030_C_3,FD_L_030_C,T,FD_L_030,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_3.R2.fastq.gz
S_FD_L_030_C_4,FD_L_030_C,T,FD_L_030,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_030_C_4.R2.fastq.gz
S_FD_L_030_N_1,FD_L_030_N,N,FD_L_030,DNBSEQ,V350039596,/data/storage/checked/Endometrial_cancer/S_FD_L_030_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_030_N_1.R2.fastq.gz
S_FD_L_031_C_1,FD_L_031_C,T,FD_L_031,DNBSEQ,V350039596,/data/storage/checked/Endometrial_cancer/S_FD_L_031_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_031_C_1.R2.fastq.gz
S_FD_L_031_N_1,FD_L_031_N,N,FD_L_031,DNBSEQ,V350039596,/data/storage/checked/Endometrial_cancer/S_FD_L_031_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_031_N_1.R2.fastq.gz
S_FD_L_032_C_1,FD_L_032_C,T,FD_L_032,DNBSEQ,V350039596,/data/storage/checked/Endometrial_cancer/S_FD_L_032_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_L_032_C_1.R2.fastq.gz
